debtor_id,age,gender,region,original_amount,days_past_due,delinquency_group,collection_status,amount_recovered,outstanding_amount,strategy_used,contact_attempts,contact_success_count,recovery_time_days,credit_score,income_level,employment_status,loan_id,collection_rate,contact_efficiency
1554,21,남성,속초시,40575840,296,상각,실패,0,40575840,전화,8,2,,745,5536,직장인,L1554,0.0,0.0
1555,46,남성,수원시 영통구,4445545,61,단기,실패,0,4445545,문자,2,0,,649,3613,직장인,L1555,0.0,0.0
1556,63,여성,천안시 서북구,42218721,62,단기,실패,0,42218721,문자,4,2,,631,2587,직장인,L1556,0.0,0.0
1557,54,여성,계룡시,16973951,81,단기,실패,0,16973951,전화,3,0,,489,4870,자영업,L1557,0.0,0.0
1558,52,여성,보은군,12310603,246,상각,실패,0,12310603,방문,8,0,,416,4920,무직,L1558,0.0,0.0
1559,24,남성,의왕시,42064325,162,중기,실패,0,42064325,전화,5,0,,506,2911,직장인,L1559,0.0,0.0
1560,35,남성,화천군,42340344,135,중기,실패,0,42340344,방문,7,1,,544,7671,직장인,L1560,0.0,0.0
1561,66,남성,영월군,9474706,304,상각,실패,0,9474706,방문,11,0,,700,2055,직장인,L1561,0.0,0.0
1562,22,남성,보은군,13228768,201,상각,실패,0,13228768,방문,7,1,,759,2107,직장인,L1562,0.0,0.0
1563,49,남성,충주시,8819153,91,중기,실패,0,8819153,방문,3,1,,533,3717,직장인,L1563,0.0,0.0
1564,48,남성,광명시,23789637,82,단기,실패,0,23789637,문자,2,0,,764,5822,직장인,L1564,0.0,0.0
1565,20,남성,화성시,30387423,306,상각,실패,0,30387423,전화,9,2,,425,5848,자영업,L1565,0.0,0.0
1566,52,여성,서산시,3338871,34,단기,실패,0,3338871,문자,2,0,,652,6050,자영업,L1566,0.0,0.0
1567,26,남성,용인시 수지구,21705541,283,상각,실패,0,21705541,방문,9,2,,558,3125,직장인,L1567,0.0,0.0
1568,61,여성,영월군,29186777,219,상각,실패,0,29186777,전화,7,0,,573,7351,직장인,L1568,0.0,0.0
1569,45,남성,태백시,47886739,217,상각,실패,0,47886739,전화,9,1,,727,4655,자영업,L1569,0.0,0.0
1570,58,여성,김포시,5330347,137,중기,실패,0,5330347,전화,4,0,,500,2985,자영업,L1570,0.0,0.0
1571,65,여성,정선군,12685617,306,상각,실패,0,12685617,전화,10,0,,947,5941,직장인,L1571,0.0,0.0
1572,35,여성,부천시 오정구,38280224,198,상각,실패,0,38280224,전화,7,0,,525,6580,직장인,L1572,0.0,0.0
1573,53,남성,오산시,20578740,233,상각,실패,0,20578740,전화,9,0,,568,7162,직장인,L1573,0.0,0.0
1574,24,남성,양구군,12633750,355,상각,실패,0,12633750,방문,10,0,,927,7831,자영업,L1574,0.0,0.0
1575,30,남성,공주시,3560390,97,중기,실패,0,3560390,방문,3,0,,596,5450,직장인,L1575,0.0,0.0
1576,42,여성,홍천군,11054938,39,단기,실패,0,11054938,문자,1,0,,769,3154,직장인,L1576,0.0,0.0
1577,69,여성,천안시 동남구,1734319,98,중기,실패,0,1734319,전화,3,0,,552,2255,직장인,L1577,0.0,0.0
1578,55,여성,수원시 영통구,12784586,133,중기,실패,0,12784586,방문,6,1,,853,7650,무직,L1578,0.0,0.0
1579,21,남성,동두천시,49483174,247,상각,실패,0,49483174,전화,9,0,,703,4567,자영업,L1579,0.0,0.0
1580,65,남성,포천시,19506284,191,상각,실패,0,19506284,방문,7,0,,609,4001,직장인,L1580,0.0,0.0
1581,40,여성,의왕시,16372367,47,단기,실패,0,16372367,문자,2,0,,480,4244,직장인,L1581,0.0,0.0
1582,48,여성,부천시 원미구,43367136,128,중기,성공,15225449,28141687,전화,5,0,91.0,744,2373,자영업,L1582,0.3510826493130651,3045089.8
1583,23,남성,양평군,35788629,80,단기,실패,0,35788629,전화,3,0,,901,2875,무직,L1583,0.0,0.0
1584,43,여성,안산시 단원구,36485086,162,중기,실패,0,36485086,전화,5,0,,824,7484,직장인,L1584,0.0,0.0
1585,39,여성,수원시,24349705,258,상각,실패,0,24349705,전화,7,2,,914,3908,자영업,L1585,0.0,0.0
1586,65,남성,제천시,12467275,197,상각,실패,0,12467275,방문,8,0,,473,7033,직장인,L1586,0.0,0.0
1587,46,여성,청양군,5476058,43,단기,실패,0,5476058,전화,1,0,,492,5281,무직,L1587,0.0,0.0
1588,48,남성,용인시 기흥구,23365931,236,상각,실패,0,23365931,방문,10,0,,498,4537,직장인,L1588,0.0,0.0
1589,60,남성,용인시 처인구,18416961,256,상각,실패,0,18416961,전화,9,0,,899,2611,자영업,L1589,0.0,0.0
1590,23,여성,청주시 상당구,780720,67,단기,실패,0,780720,문자,3,0,,590,5382,무직,L1590,0.0,0.0
1591,51,남성,여주시,7935479,334,상각,실패,0,7935479,전화,13,0,,507,7110,직장인,L1591,0.0,0.0
1592,33,남성,천안시 동남구,33822230,96,중기,실패,0,33822230,전화,5,0,,507,6132,무직,L1592,0.0,0.0
1593,65,남성,고양시 덕양구,48591837,274,상각,실패,0,48591837,전화,9,0,,649,7329,자영업,L1593,0.0,0.0
1594,21,남성,안양시 동안구,520991,100,중기,실패,0,520991,전화,3,1,,829,3947,직장인,L1594,0.0,0.0
1595,27,남성,천안시 동남구,12349845,52,단기,실패,0,12349845,문자,3,0,,801,5194,무직,L1595,0.0,0.0
1596,24,남성,홍성군,22259434,285,상각,실패,0,22259434,전화,11,0,,681,4178,직장인,L1596,0.0,0.0
1597,43,여성,고양시 덕양구,32009210,128,중기,실패,0,32009210,전화,5,0,,584,2324,자영업,L1597,0.0,0.0
1598,68,남성,의왕시,31448832,54,단기,실패,0,31448832,전화,4,0,,487,5892,직장인,L1598,0.0,0.0
1599,57,남성,보령시,41165633,162,중기,실패,0,41165633,전화,5,3,,420,2651,직장인,L1599,0.0,0.0
1600,44,남성,성남시 중원구,46997300,323,상각,실패,0,46997300,방문,10,2,,611,4316,직장인,L1600,0.0,0.0
1601,31,여성,예산군,37120129,345,상각,실패,0,37120129,전화,12,0,,482,7187,직장인,L1601,0.0,0.0
1602,50,여성,강릉시,38636131,285,상각,실패,0,38636131,전화,11,1,,724,4938,자영업,L1602,0.0,0.0
1603,38,남성,서산시,44867540,86,단기,실패,0,44867540,문자,3,0,,603,3063,자영업,L1603,0.0,0.0
1604,23,남성,고양시 덕양구,35003059,166,중기,실패,0,35003059,방문,7,0,,678,5035,직장인,L1604,0.0,0.0
1605,31,여성,홍성군,2410514,227,상각,실패,0,2410514,전화,8,0,,804,5125,자영업,L1605,0.0,0.0
1606,20,여성,과천시,8525205,210,상각,실패,0,8525205,전화,8,0,,410,7381,직장인,L1606,0.0,0.0
1607,54,남성,평창군,17493524,243,상각,실패,0,17493524,방문,10,0,,404,5179,직장인,L1607,0.0,0.0
1608,51,남성,춘천시,21274390,351,상각,실패,0,21274390,전화,11,1,,584,7095,직장인,L1608,0.0,0.0
1609,48,여성,천안시 서북구,25115535,198,상각,실패,0,25115535,전화,6,0,,604,2766,직장인,L1609,0.0,0.0
1610,66,여성,안산시 단원구,13947931,82,단기,실패,0,13947931,문자,5,0,,459,7566,직장인,L1610,0.0,0.0
1611,35,여성,용인시 기흥구,4455641,201,상각,실패,0,4455641,전화,7,0,,569,5836,무직,L1611,0.0,0.0
1612,56,남성,부천시 소사구,32551012,338,상각,실패,0,32551012,방문,11,0,,633,6649,직장인,L1612,0.0,0.0
1613,26,남성,과천시,21509586,55,단기,실패,0,21509586,문자,2,0,,849,5876,직장인,L1613,0.0,0.0
1614,44,남성,천안시 서북구,36623032,295,상각,실패,0,36623032,전화,10,2,,476,6162,직장인,L1614,0.0,0.0
1615,20,남성,양평군,486944,86,단기,실패,0,486944,문자,3,0,,872,2334,직장인,L1615,0.0,0.0
1616,61,남성,서산시,17708593,256,상각,실패,0,17708593,방문,9,0,,649,6705,자영업,L1616,0.0,0.0
1617,59,여성,광주시,26542173,317,상각,실패,0,26542173,전화,10,3,,536,7395,직장인,L1617,0.0,0.0
1618,69,남성,영동군,39275734,302,상각,실패,0,39275734,방문,11,0,,850,4774,직장인,L1618,0.0,0.0
1619,48,여성,남양주시,16117071,206,상각,실패,0,16117071,전화,8,1,,911,7667,직장인,L1619,0.0,0.0
1620,69,여성,논산시,25651562,221,상각,실패,0,25651562,전화,7,0,,628,7544,자영업,L1620,0.0,0.0
1621,55,남성,삼척시,26495401,364,상각,실패,0,26495401,방문,12,1,,765,2973,직장인,L1621,0.0,0.0
1622,64,여성,수원시 권선구,25410270,97,중기,성공,12425630,12984640,전화,3,0,50.0,828,2018,자영업,L1622,0.48900031365270813,4141876.6666666665
1623,20,남성,수원시 장안구,2372701,206,상각,실패,0,2372701,전화,7,1,,717,7518,무직,L1623,0.0,0.0
1624,57,남성,청양군,11379071,147,중기,실패,0,11379071,전화,5,0,,817,2457,직장인,L1624,0.0,0.0
1625,39,여성,구리시,41629061,352,상각,실패,0,41629061,전화,12,0,,686,3933,직장인,L1625,0.0,0.0
1626,31,여성,충주시,15305244,321,상각,실패,0,15305244,전화,10,0,,601,2520,직장인,L1626,0.0,0.0
1627,45,여성,군포시,21725493,147,중기,실패,0,21725493,전화,5,1,,929,4069,직장인,L1627,0.0,0.0
1628,22,남성,용인시 처인구,27276771,180,상각,실패,0,27276771,전화,7,0,,808,7289,무직,L1628,0.0,0.0
1629,69,여성,태백시,30449646,68,단기,실패,0,30449646,문자,4,0,,584,2183,직장인,L1629,0.0,0.0
1630,60,여성,과천시,5902786,116,중기,실패,0,5902786,방문,4,0,,601,3243,직장인,L1630,0.0,0.0
1631,42,여성,태백시,42921361,155,중기,실패,0,42921361,전화,7,0,,589,2697,직장인,L1631,0.0,0.0
1632,28,남성,원주시,573642,229,상각,실패,0,573642,전화,8,0,,936,7832,무직,L1632,0.0,0.0
1633,50,남성,부천시 소사구,48222614,52,단기,실패,0,48222614,문자,1,0,,814,3693,직장인,L1633,0.0,0.0
1634,40,여성,계룡시,849823,175,중기,실패,0,849823,전화,6,0,,660,2424,무직,L1634,0.0,0.0
1635,38,남성,정선군,11020843,121,중기,실패,0,11020843,전화,4,0,,661,5857,직장인,L1635,0.0,0.0
1636,29,여성,청양군,3725671,118,중기,실패,0,3725671,전화,5,0,,944,6563,직장인,L1636,0.0,0.0
1637,25,여성,영동군,8545004,210,상각,실패,0,8545004,전화,7,1,,696,4923,직장인,L1637,0.0,0.0
1638,62,여성,동두천시,31030263,349,상각,실패,0,31030263,전화,13,0,,688,7001,직장인,L1638,0.0,0.0
1639,42,여성,가평군,39849682,233,상각,실패,0,39849682,방문,9,0,,481,6817,직장인,L1639,0.0,0.0
1640,35,남성,수원시 팔달구,16016118,202,상각,실패,0,16016118,전화,7,0,,421,6592,무직,L1640,0.0,0.0
1641,46,남성,시흥시,2389184,30,단기,실패,0,2389184,문자,2,0,,872,6000,자영업,L1641,0.0,0.0
1642,37,여성,홍천군,49705243,99,중기,실패,0,49705243,방문,4,0,,437,6233,자영업,L1642,0.0,0.0
1643,61,남성,양평군,2236180,102,중기,성공,1352565,883615,전화,4,1,69.0,600,5675,직장인,L1643,0.6048551547728716,338141.25
1644,31,여성,안산시 상록구,22619703,216,상각,실패,0,22619703,전화,8,1,,738,2793,직장인,L1644,0.0,0.0
1645,54,남성,용인시 처인구,7261277,203,상각,실패,0,7261277,방문,8,0,,558,5023,자영업,L1645,0.0,0.0
1646,21,여성,청주시 서원구,22547848,363,상각,실패,0,22547848,방문,13,0,,889,6364,직장인,L1646,0.0,0.0
1647,23,여성,천안시 서북구,5825049,67,단기,실패,0,5825049,문자,2,0,,600,6527,직장인,L1647,0.0,0.0
1648,22,여성,수원시 장안구,38829735,275,상각,실패,0,38829735,전화,9,0,,820,4043,직장인,L1648,0.0,0.0
1649,37,여성,양양군,18369576,57,단기,실패,0,18369576,문자,2,0,,522,3544,직장인,L1649,0.0,0.0
1650,69,여성,안양시,13113954,331,상각,실패,0,13113954,전화,12,0,,773,6394,자영업,L1650,0.0,0.0
1651,59,여성,연천군,32303461,108,중기,실패,0,32303461,방문,4,0,,933,5578,자영업,L1651,0.0,0.0
1652,62,남성,안양시 만안구,42428869,118,중기,실패,0,42428869,전화,6,0,,543,4489,자영업,L1652,0.0,0.0
1653,24,여성,안성시,35930717,275,상각,실패,0,35930717,전화,8,2,,588,3555,직장인,L1653,0.0,0.0
1654,58,남성,성남시 중원구,2426266,362,상각,실패,0,2426266,전화,14,0,,648,3622,직장인,L1654,0.0,0.0
1655,21,여성,단양군,6927270,355,상각,실패,0,6927270,전화,13,0,,453,7786,직장인,L1655,0.0,0.0
1656,24,남성,부천시 오정구,27223094,124,중기,실패,0,27223094,전화,2,0,,829,5854,직장인,L1656,0.0,0.0
1657,51,여성,속초시,8231487,215,상각,실패,0,8231487,전화,7,0,,742,4978,자영업,L1657,0.0,0.0
1658,52,남성,고양시 덕양구,39284137,40,단기,실패,0,39284137,문자,2,0,,871,6347,자영업,L1658,0.0,0.0
1659,54,여성,영동군,27370495,128,중기,실패,0,27370495,전화,6,2,,643,4930,자영업,L1659,0.0,0.0
1660,67,남성,고양시 덕양구,5303878,128,중기,실패,0,5303878,전화,5,0,,500,3180,직장인,L1660,0.0,0.0
1661,56,남성,성남시 분당구,42763593,77,단기,실패,0,42763593,문자,4,0,,561,3911,직장인,L1661,0.0,0.0
1662,36,남성,횡성군,11971947,241,상각,실패,0,11971947,전화,9,2,,553,6854,직장인,L1662,0.0,0.0
1663,62,남성,수원시 영통구,29934568,269,상각,실패,0,29934568,방문,9,0,,414,5103,직장인,L1663,0.0,0.0
1664,22,여성,수원시 팔달구,22098276,176,중기,실패,0,22098276,방문,7,2,,508,7628,직장인,L1664,0.0,0.0
1665,22,여성,고양시 일산서구,5035950,205,상각,실패,0,5035950,전화,7,1,,713,4560,무직,L1665,0.0,0.0
1666,45,남성,성남시 중원구,43711069,224,상각,실패,0,43711069,방문,8,0,,746,7497,직장인,L1666,0.0,0.0
1667,60,여성,파주시,33641153,242,상각,실패,0,33641153,전화,11,0,,642,5824,자영업,L1667,0.0,0.0
1668,69,여성,용인시 처인구,45754278,291,상각,실패,0,45754278,방문,10,0,,646,5929,직장인,L1668,0.0,0.0
1669,64,남성,안양시 만안구,33210411,258,상각,실패,0,33210411,전화,8,0,,685,7381,자영업,L1669,0.0,0.0
1670,42,남성,부여군,4114132,157,중기,실패,0,4114132,전화,5,1,,919,2821,자영업,L1670,0.0,0.0
1671,65,여성,광명시,6987026,344,상각,실패,0,6987026,전화,13,0,,602,2816,무직,L1671,0.0,0.0
1672,27,남성,논산시,45879395,197,상각,실패,0,45879395,방문,6,0,,747,3545,직장인,L1672,0.0,0.0
1673,31,남성,영동군,19387988,357,상각,실패,0,19387988,전화,13,2,,659,2166,직장인,L1673,0.0,0.0
1674,23,여성,용인시 처인구,15721156,142,중기,실패,0,15721156,전화,7,1,,463,4111,직장인,L1674,0.0,0.0
1675,36,여성,영월군,41132961,347,상각,실패,0,41132961,전화,12,0,,831,2131,직장인,L1675,0.0,0.0
1676,54,여성,군포시,32177562,182,상각,실패,0,32177562,전화,7,0,,467,6572,직장인,L1676,0.0,0.0
1677,52,여성,증평군,17811919,150,중기,실패,0,17811919,전화,5,1,,485,6097,무직,L1677,0.0,0.0
1678,55,여성,용인시 기흥구,28689844,346,상각,실패,0,28689844,전화,13,1,,425,7823,직장인,L1678,0.0,0.0
1679,59,남성,보령시,35377800,191,상각,실패,0,35377800,전화,6,1,,795,4386,직장인,L1679,0.0,0.0
1680,37,여성,원주시,18795964,103,중기,실패,0,18795964,전화,5,0,,617,4580,직장인,L1680,0.0,0.0
1681,44,남성,양평군,42047314,241,상각,실패,0,42047314,방문,8,0,,497,6106,직장인,L1681,0.0,0.0
1682,53,남성,영동군,39703485,121,중기,실패,0,39703485,방문,5,0,,943,3176,직장인,L1682,0.0,0.0
1683,58,남성,화천군,7352047,266,상각,실패,0,7352047,전화,10,0,,698,2108,직장인,L1683,0.0,0.0
1684,46,여성,춘천시,41548642,94,중기,실패,0,41548642,전화,4,0,,892,4917,무직,L1684,0.0,0.0
1685,28,남성,청주시 청원구,9786304,183,상각,실패,0,9786304,방문,7,3,,433,5623,자영업,L1685,0.0,0.0
1686,31,남성,고양시 일산서구,45104040,186,상각,실패,0,45104040,전화,8,0,,795,5515,자영업,L1686,0.0,0.0
1687,66,남성,태백시,31073936,38,단기,실패,0,31073936,문자,4,0,,733,6972,직장인,L1687,0.0,0.0
1688,22,남성,성남시,11090384,48,단기,실패,0,11090384,전화,3,0,,798,5912,무직,L1688,0.0,0.0
1689,45,여성,원주시,34273246,150,중기,실패,0,34273246,전화,5,0,,765,2186,자영업,L1689,0.0,0.0
1690,34,여성,안양시,28206574,256,상각,실패,0,28206574,전화,9,1,,777,5625,직장인,L1690,0.0,0.0
1691,59,남성,의왕시,49001813,35,단기,실패,0,49001813,문자,3,0,,931,7656,직장인,L1691,0.0,0.0
1692,53,여성,파주시,7423660,357,상각,실패,0,7423660,전화,13,0,,851,5250,직장인,L1692,0.0,0.0
1693,44,남성,남양주시,21473268,152,중기,실패,0,21473268,전화,4,0,,855,3890,직장인,L1693,0.0,0.0
1694,30,여성,괴산군,27913364,341,상각,실패,0,27913364,방문,10,0,,641,4875,직장인,L1694,0.0,0.0
1695,25,남성,부천시 오정구,49307259,359,상각,실패,0,49307259,전화,13,4,,559,5235,직장인,L1695,0.0,0.0
1696,53,여성,수원시,22285653,240,상각,실패,0,22285653,방문,8,1,,601,6030,직장인,L1696,0.0,0.0
1697,65,여성,속초시,571477,103,중기,실패,0,571477,방문,3,0,,418,6244,직장인,L1697,0.0,0.0
1698,57,남성,수원시 권선구,45190525,298,상각,실패,0,45190525,전화,11,1,,734,7987,직장인,L1698,0.0,0.0
1699,46,남성,보령시,8662344,130,중기,실패,0,8662344,방문,4,0,,445,3038,자영업,L1699,0.0,0.0
1700,30,여성,김포시,35530073,57,단기,실패,0,35530073,문자,4,1,,587,4656,직장인,L1700,0.0,0.0
1701,40,여성,홍성군,12322476,252,상각,실패,0,12322476,방문,7,3,,781,7492,직장인,L1701,0.0,0.0
1702,50,여성,인제군,3311696,348,상각,실패,0,3311696,전화,11,1,,647,6628,자영업,L1702,0.0,0.0
1703,55,여성,양구군,6942694,350,상각,실패,0,6942694,방문,12,2,,708,7728,직장인,L1703,0.0,0.0
1704,20,여성,옥천군,19886732,105,중기,실패,0,19886732,전화,5,0,,593,7945,직장인,L1704,0.0,0.0
1705,60,남성,평창군,45288530,104,중기,실패,0,45288530,방문,5,0,,947,5987,직장인,L1705,0.0,0.0
1706,69,남성,괴산군,30597480,251,상각,실패,0,30597480,전화,8,0,,402,7389,무직,L1706,0.0,0.0
1707,52,여성,수원시 영통구,25286846,110,중기,실패,0,25286846,전화,5,1,,816,5988,자영업,L1707,0.0,0.0
1708,31,여성,안양시,23330511,31,단기,성공,3092998,20237513,전화,1,0,14.0,701,5735,직장인,L1708,0.13257309280538263,3092998.0
1709,58,남성,고양시 일산동구,44266193,31,단기,실패,0,44266193,문자,1,0,,788,5646,직장인,L1709,0.0,0.0
1710,62,남성,광명시,47852496,87,단기,실패,0,47852496,문자,4,0,,556,4030,직장인,L1710,0.0,0.0
1711,53,남성,예산군,49293298,140,중기,실패,0,49293298,전화,6,0,,470,4000,직장인,L1711,0.0,0.0
1712,52,남성,수원시 영통구,2706759,131,중기,실패,0,2706759,방문,5,0,,460,3291,자영업,L1712,0.0,0.0
1713,39,남성,부천시 오정구,13843457,225,상각,실패,0,13843457,전화,6,0,,769,2219,직장인,L1713,0.0,0.0
1714,49,여성,고양시,19870571,32,단기,실패,0,19870571,문자,1,0,,927,3391,직장인,L1714,0.0,0.0
1715,41,여성,수원시 권선구,12249074,251,상각,실패,0,12249074,전화,10,1,,841,4241,직장인,L1715,0.0,0.0
1716,64,여성,청주시 상당구,1110673,231,상각,실패,0,1110673,전화,6,0,,696,6486,직장인,L1716,0.0,0.0
1717,58,여성,과천시,28918293,39,단기,실패,0,28918293,문자,2,0,,479,4437,직장인,L1717,0.0,0.0
1718,62,남성,부천시,48759256,44,단기,실패,0,48759256,전화,2,0,,563,3509,직장인,L1718,0.0,0.0
1719,58,남성,공주시,18631243,307,상각,실패,0,18631243,전화,11,0,,472,4535,직장인,L1719,0.0,0.0
1720,46,남성,의왕시,46320339,183,상각,실패,0,46320339,전화,8,1,,674,6756,무직,L1720,0.0,0.0
1721,56,남성,성남시 분당구,31159724,350,상각,실패,0,31159724,전화,12,0,,433,4926,직장인,L1721,0.0,0.0
1722,44,여성,연천군,11111120,131,중기,실패,0,11111120,전화,3,0,,830,2215,무직,L1722,0.0,0.0
1723,21,여성,남양주시,18030669,251,상각,실패,0,18030669,전화,11,0,,405,7569,직장인,L1723,0.0,0.0
1724,47,여성,청주시 서원구,15152744,259,상각,실패,0,15152744,방문,9,0,,940,3391,직장인,L1724,0.0,0.0
1725,37,남성,과천시,22633804,323,상각,실패,0,22633804,방문,12,0,,890,7499,무직,L1725,0.0,0.0
1726,27,남성,수원시,34104902,253,상각,실패,0,34104902,전화,10,0,,401,2283,직장인,L1726,0.0,0.0
1727,61,남성,수원시,21071591,53,단기,실패,0,21071591,문자,3,1,,638,5753,직장인,L1727,0.0,0.0
1728,30,여성,아산시,17308241,128,중기,실패,0,17308241,전화,5,0,,417,5301,직장인,L1728,0.0,0.0
1729,48,여성,홍성군,30380744,342,상각,실패,0,30380744,전화,11,1,,683,2146,직장인,L1729,0.0,0.0
1730,46,여성,성남시 수정구,43485541,222,상각,실패,0,43485541,전화,5,0,,916,5621,직장인,L1730,0.0,0.0
1731,39,여성,부천시,27335402,186,상각,실패,0,27335402,전화,6,1,,741,6695,직장인,L1731,0.0,0.0
1732,23,여성,의왕시,26652936,339,상각,실패,0,26652936,방문,11,0,,535,2397,직장인,L1732,0.0,0.0
1733,36,남성,충주시,19134736,301,상각,실패,0,19134736,전화,10,0,,703,3389,직장인,L1733,0.0,0.0
1734,48,남성,안산시 상록구,3280487,119,중기,실패,0,3280487,전화,4,0,,529,3344,자영업,L1734,0.0,0.0
1735,23,여성,진천군,5261669,311,상각,실패,0,5261669,방문,10,0,,590,7879,직장인,L1735,0.0,0.0
1736,24,남성,과천시,48570691,266,상각,실패,0,48570691,전화,9,0,,752,6076,직장인,L1736,0.0,0.0
1737,61,남성,동두천시,30067751,107,중기,실패,0,30067751,방문,4,0,,831,3421,자영업,L1737,0.0,0.0
1738,30,남성,정선군,19209623,227,상각,실패,0,19209623,전화,8,3,,673,6396,직장인,L1738,0.0,0.0
1739,34,여성,횡성군,20793333,355,상각,실패,0,20793333,방문,12,0,,534,5432,직장인,L1739,0.0,0.0
1740,39,여성,양구군,44143822,333,상각,실패,0,44143822,전화,11,0,,611,5594,직장인,L1740,0.0,0.0
1741,48,여성,천안시 동남구,36754210,53,단기,실패,0,36754210,문자,1,0,,536,7199,자영업,L1741,0.0,0.0
1742,42,남성,천안시 동남구,12571850,143,중기,실패,0,12571850,전화,4,0,,697,3087,직장인,L1742,0.0,0.0
1743,38,여성,단양군,21627934,184,상각,실패,0,21627934,방문,7,0,,733,7600,자영업,L1743,0.0,0.0
1744,28,남성,예산군,42062867,52,단기,실패,0,42062867,문자,3,0,,476,3541,직장인,L1744,0.0,0.0
1745,27,여성,양양군,45541230,230,상각,실패,0,45541230,전화,10,3,,448,2870,무직,L1745,0.0,0.0
1746,45,여성,부여군,33649970,338,상각,실패,0,33649970,방문,13,0,,477,3612,직장인,L1746,0.0,0.0
1747,53,남성,용인시 수지구,17415986,247,상각,실패,0,17415986,전화,9,0,,533,5116,직장인,L1747,0.0,0.0
1748,28,남성,태안군,7360593,360,상각,실패,0,7360593,방문,13,0,,476,5770,직장인,L1748,0.0,0.0
1749,68,남성,여주시,35988307,253,상각,실패,0,35988307,전화,7,0,,568,4595,자영업,L1749,0.0,0.0
1750,58,여성,화천군,36309933,203,상각,실패,0,36309933,전화,7,2,,446,7424,직장인,L1750,0.0,0.0
1751,55,남성,천안시 동남구,17445596,294,상각,실패,0,17445596,전화,11,0,,939,3358,직장인,L1751,0.0,0.0
1752,28,여성,고양시 일산동구,14705336,323,상각,실패,0,14705336,전화,11,0,,737,5539,직장인,L1752,0.0,0.0
1753,27,여성,보은군,19092386,339,상각,실패,0,19092386,방문,12,0,,814,7135,직장인,L1753,0.0,0.0
1754,31,여성,화성시,33807641,136,중기,실패,0,33807641,전화,6,1,,696,4946,자영업,L1754,0.0,0.0
1755,23,여성,강릉시,9701010,232,상각,실패,0,9701010,전화,8,0,,684,6664,자영업,L1755,0.0,0.0
1756,50,남성,안산시 단원구,30753497,166,중기,실패,0,30753497,전화,5,0,,530,3850,직장인,L1756,0.0,0.0
1757,24,남성,고양시,15240611,132,중기,실패,0,15240611,방문,6,0,,558,7911,직장인,L1757,0.0,0.0
1758,62,여성,충주시,6230323,293,상각,실패,0,6230323,전화,9,0,,878,3328,직장인,L1758,0.0,0.0
1759,30,남성,이천시,3685190,241,상각,실패,0,3685190,방문,7,0,,686,5780,직장인,L1759,0.0,0.0
1760,61,여성,공주시,1459879,47,단기,실패,0,1459879,전화,3,0,,863,4641,직장인,L1760,0.0,0.0
1761,23,남성,진천군,2373366,227,상각,실패,0,2373366,전화,9,2,,807,4886,직장인,L1761,0.0,0.0
1762,34,여성,평택시,41928453,256,상각,실패,0,41928453,방문,9,0,,615,4767,무직,L1762,0.0,0.0
1763,45,여성,고양시,49633823,34,단기,실패,0,49633823,문자,4,0,,762,4903,직장인,L1763,0.0,0.0
1764,20,남성,예산군,5225226,107,중기,실패,0,5225226,전화,3,0,,609,7891,자영업,L1764,0.0,0.0
1765,28,여성,동해시,7192624,327,상각,실패,0,7192624,방문,12,0,,528,3950,무직,L1765,0.0,0.0
1766,66,여성,청주시 청원구,2768987,207,상각,실패,0,2768987,전화,7,0,,879,2348,자영업,L1766,0.0,0.0
1767,59,남성,단양군,26073681,135,중기,실패,0,26073681,방문,6,0,,543,5058,직장인,L1767,0.0,0.0
1768,29,여성,청주시 흥덕구,46506199,110,중기,실패,0,46506199,전화,5,1,,778,3383,직장인,L1768,0.0,0.0
1769,54,남성,보령시,38820448,160,중기,실패,0,38820448,전화,6,0,,889,2939,직장인,L1769,0.0,0.0
1770,69,남성,연천군,33740893,141,중기,실패,0,33740893,방문,5,0,,895,2873,무직,L1770,0.0,0.0
1771,54,여성,성남시 분당구,46340114,324,상각,실패,0,46340114,방문,12,0,,645,5260,직장인,L1771,0.0,0.0
1772,22,여성,고양시,4436234,343,상각,실패,0,4436234,전화,12,1,,691,4685,직장인,L1772,0.0,0.0
1773,45,남성,고성군,17676162,80,단기,성공,3236182,14439980,문자,3,0,22.0,851,5647,직장인,L1773,0.18308171196892176,1078727.3333333333
1774,53,여성,삼척시,30895006,285,상각,실패,0,30895006,전화,10,0,,871,4563,직장인,L1774,0.0,0.0
1775,39,남성,수원시 권선구,25348055,99,중기,실패,0,25348055,전화,5,0,,813,4238,직장인,L1775,0.0,0.0
1776,69,여성,고양시 일산동구,33576405,102,중기,실패,0,33576405,전화,5,0,,707,3590,무직,L1776,0.0,0.0
1777,46,남성,서산시,40815423,137,중기,실패,0,40815423,전화,5,0,,566,3248,무직,L1777,0.0,0.0
1778,65,남성,안산시 단원구,33746309,195,상각,실패,0,33746309,방문,8,0,,534,3638,직장인,L1778,0.0,0.0
1779,56,남성,구리시,23657936,284,상각,실패,0,23657936,전화,11,0,,463,2759,직장인,L1779,0.0,0.0
1780,49,여성,양양군,38439358,136,중기,실패,0,38439358,전화,7,0,,835,2815,자영업,L1780,0.0,0.0
1781,29,남성,이천시,29797095,314,상각,실패,0,29797095,전화,11,5,,498,6922,직장인,L1781,0.0,0.0
1782,31,여성,예산군,6642385,120,중기,실패,0,6642385,전화,4,0,,861,3796,직장인,L1782,0.0,0.0
